teams,teams-href,Nº,Nombre y apellidos,Nac.,Fecha y lugar de nac.,Posición,html table
"O’Higgins de Rancagua","http://www.sifup.cl/planteles/ohiggins/","","","","","","<tbody>
<tr style=""height: 24px;"">
<th style=""text-align: center; height: 24px;"">Nº</th>
<th style=""text-align: center; height: 24px;"">Nombre y apellidos</th>
<th style=""text-align: center; height: 24px;"">Nac.</th>
<th style=""text-align: center; height: 24px;"">Fecha y lugar de nac.</th>
<th style=""text-align: center; height: 24px;"">Posición</th>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">12</td>
<td style=""height: 24px;""><strong>Leonardo FIGUEROA González</strong>&nbsp;<a href=""https://twitter.com/cheo90"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">17.04.90, Talca</td>
<td style=""height: 24px;"">Arquero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">30</td>
<td style=""height: 24px;""><strong>Víctor GÁLVEZ Muñoz</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">19.08.97, Rancagua</td>
<td style=""height: 24px;"">Arquero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">16</td>
<td style=""height: 24px;""><strong>Miguel PINTO Jerez</strong>&nbsp;<a href=""https://twitter.com/mpintooficial"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">04.07.83, Santiago</td>
<td style=""height: 24px;"">Arquero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">1</td>
<td style=""height: 24px;""><strong>Luis URETA Medina</strong></td>
<td style=""text-align: center; height: 24px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">08.03.99, Rengo</td>
<td style=""height: 24px;"">Arquero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">3</td>
<td style=""height: 24px;""><strong>Albert ACEVEDO Vergara</strong></td>
<td style=""text-align: center; height: 24px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">06.05.83, Santiago</td>
<td style=""height: 24px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">2</td>
<td style=""height: 24px;""><strong>Tomás ALARCÓN Vergara</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">19.01.99, Rancagua</td>
<td style=""height: 24px;"">Cen./vol. def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">18</td>
<td style=""height: 24px;""><strong>Fabricio Bautista FONTANINI</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/ar.gif"" alt=""ar"" width=""16"" height=""11"">&nbsp;ARG</td>
<td style=""height: 24px;"">30.03.90, Rafaela</td>
<td style=""height: 24px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">24</td>
<td style=""height: 24px;""><strong>Diego GONZÁLEZ Torres</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">29.04.98, Rancagua</td>
<td style=""height: 24px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">-</td>
<td style=""height: 24px;"">Nozomi KIMURA Heredia</td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">23.01.97, Copiapó</td>
<td style=""height: 24px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">20</td>
<td style=""height: 24px;""><strong>Raúl OSORIO Medina</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">29.06.95, Graneros</td>
<td style=""height: 24px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">27</td>
<td style=""height: 24px;""><strong>Bastián SAN JUAN Martínez</strong></td>
<td style=""text-align: center; height: 24px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">27.04.94, Talca</td>
<td style=""height: 24px;"">Central</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">14</td>
<td style=""height: 24px;""><strong>Yerson OPAZO Riquelme</strong>&nbsp;<a href=""https://twitter.com/YerOpazo"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">24.12.84, Villarrica</td>
<td style=""height: 24px;"">Lateral der.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">23</td>
<td style=""height: 24px;""><strong>Brian TORREALBA Silva</strong></td>
<td style=""text-align: center; height: 24px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">14.07.97, Rancagua</td>
<td style=""height: 24px;"">Lat. der./cen.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">13</td>
<td style=""height: 24px;""><strong>Gonzalo BARRIGA Ahumada</strong>&nbsp;<a href=""https://twitter.com/gonza_barriga"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">21.07.84, Providencia</td>
<td style=""height: 24px;"">Lateral izq.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">15</td>
<td style=""height: 24px;""><strong>Johan Manuel BRAVO Díaz</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">15.02.93, Molina</td>
<td style=""height: 24px;"">Lateral izq.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">29</td>
<td style=""height: 24px;""><strong>José GARCÉS Aniñir</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">01.01.98, Contulmo</td>
<td style=""height: 24px;"">Lateral izq.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">26</td>
<td style=""height: 24px;""><strong>Moisés ÁVILA Quintanilla</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">17.01.98, Rancagua</td>
<td style=""height: 24px;"">Volante def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">6</td>
<td style=""height: 24px;""><strong>Juan Eduardo FUENTES Jiménez</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">21.03.95, Rancagua</td>
<td style=""height: 24px;"">Volante def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">5</td>
<td style=""height: 24px;""><strong>Alejandro MÁRQUEZ Pérez</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">31.10.91, Loncoche</td>
<td style=""height: 24px;"">Volante def.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">21</td>
<td style=""height: 24px;""><strong>Marco MEDEL de la Fuente</strong></td>
<td style=""text-align: center; height: 24px;""><img class="" wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">06.06.89, Santiago</td>
<td style=""height: 24px;"">Volante mix.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">-</td>
<td style=""height: 24px;"">Hugo HERRERA Gaete</td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">-</td>
<td style=""height: 24px;"">Volante ofe.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">8</td>
<td style=""height: 24px;""><strong>Santiago LIZANA Lizana</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">30.09.92, Rancagua</td>
<td style=""height: 24px;"">Volante ofe.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">28</td>
<td style=""height: 24px;""><strong>Francisco ARANCIBIA Silva</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">12.11.96, Santiago</td>
<td style=""height: 24px;"">Volante ofe.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">10</td>
<td style=""height: 24px;"">Diego Martín ROLLE</td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/ar.gif"" alt=""ar"" width=""16"" height=""11"">&nbsp;ARG</td>
<td style=""height: 24px;"">02.02.85, Rosario</td>
<td style=""height: 24px;"">Volante ofe.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">-</td>
<td style=""height: 24px;""><strong>Matías SEPÚLVEDA Méndez</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">12.03.99, Santiago</td>
<td style=""height: 24px;"">Volante ofe.</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">9</td>
<td style=""height: 24px;""><strong>Pablo Ignacio CALANDRIA *</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">15.03.82, Ituzaingó/ARG</td>
<td style=""height: 24px;"">Delantero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">17</td>
<td style=""height: 24px;""><strong>Cristián Manuel INSAURRALDE</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/ar.gif"" alt=""ar"" width=""16"" height=""11"">&nbsp;ARG</td>
<td style=""height: 24px;"">20.07.91, Resistencia</td>
<td style=""height: 24px;"">Delantero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">-</td>
<td style=""height: 24px;"">Matías MENESES Letelier</td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">-</td>
<td style=""height: 24px;"">Delantero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">7</td>
<td style=""height: 24px;""><strong>Pedro MUÑOZ Zúñiga</strong>&nbsp;<a href=""https://twitter.com/PMunoz11"" target=""_blank""><img src=""http://www.sifup.cl/wp-content/uploads/2014/12/twitter-16.png"" alt=""twitter 16""></a></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">09.06.86, Las Cabras</td>
<td style=""height: 24px;"">Delantero</td>
</tr>
<tr style=""height: 24px;"">
<td style=""text-align: center; height: 24px;"">25</td>
<td style=""height: 24px;""><strong>David SALAZAR Bustamante</strong></td>
<td style=""text-align: center; height: 24px;""><img class=""size-full wp-image-204"" src=""http://www.sifup.cl/wp-content/uploads/2014/12/cl.gif"" alt=""cl"" width=""16"" height=""11"">&nbsp;CHI</td>
<td style=""height: 24px;"">19.04.99, Rancagua</td>
<td style=""height: 24px;"">Delantero</td>
</tr>
</tbody>"
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","-","Lukas FARÍAS Arancibia","CHI","12.07.97, Los Andes","Delantero",""
"Deportes Antofagasta","http://www.sifup.cl/planteles/deportes-antofagasta/","34","Chriss GUTIÉRREZ Guzmán","CHI","10.03.00, Calama","Delantero",""
"O’Higgins de Rancagua","http://www.sifup.cl/planteles/ohiggins/","15","Johan Manuel BRAVO Díaz","CHI","15.02.93, Molina","Lateral izq.",""
"Universidad de Chile","http://www.sifup.cl/planteles/universidad-de-chile/","14","Franz SCHULTZ Ramírez","CHI","20.07.91, Valparaíso","Lat. der./vol. def.",""
"O’Higgins de Rancagua","http://www.sifup.cl/planteles/ohiggins/","30","Víctor GÁLVEZ Muñoz","CHI","19.08.97, Rancagua","Arquero",""
"Deportes Antofagasta","http://www.sifup.cl/planteles/deportes-antofagasta/","8","Augusto BARRIOS Silva","CHI","01.01.91, Arica","Lateral der.",""
"Cobresal","http://www.sifup.cl/planteles/cobresal/","11","Iván SANDOVAL Pizarro","CHI","22.04.95, San Bernardo","Delantero",""
"Universidad Católica","http://www.sifup.cl/planteles/universidad-catolica/","10","Milovan MIROSEVIC Albornoz","CHI","20.06.80, Vitacura","Volante ofe.",""
"Cobresal","http://www.sifup.cl/planteles/cobresal/","28","Juan Pablo CAMPOS Ewert","CHI","12.01.95, Santiago","Lateral der.",""
"Cobresal","http://www.sifup.cl/planteles/cobresal/","15","Lino MALDONADO Gárnica","CHI","08.02.89, Macul","Delantero",""
"Santiago Wanderers","http://www.sifup.cl/planteles/santiago-wanderers/","10","Miguel David TERANS Pérez","URU","11.08.94, Montevideo","Volante ofe.",""
"Deportes Antofagasta","http://www.sifup.cl/planteles/deportes-antofagasta/","5","Cristián ROJAS Sanhueza","CHI","19.12.85, Antofagasta","Volante def.",""
"Universidad de Concepción","http://www.sifup.cl/planteles/universidad-de-concepcion/","22","Pablo BENÍTEZ Alveal","CHI","11.12.96, Los Ángeles","Arquero",""
"Unión Española","http://www.sifup.cl/planteles/union-espanola/","24","José Luis SIERRA Cabrera","CHI","24.06.97, Las Condes","Delantero",""
"Universidad Católica","http://www.sifup.cl/planteles/universidad-catolica/","3","Guillermo MARIPÁN Loayza","CHI","06.05.94, Santiago","Central",""
"Everton","http://www.sifup.cl/planteles/everton/","30","Franco RAGUSA Nappe","CHI","22.07.93, Viña del Mar","Volante ofe.",""
"Deportes Iquique","http://www.sifup.cl/planteles/deportes-iquique/","16","Enzo GUERRERO Segovia","CHI","31.01.91, Andacollo","Cen./lat. der.",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","23","Gonzalo RIVAS Saavedra","CHI","20.10.95, Quilpué","Volante mix.",""
"Deportes Iquique","http://www.sifup.cl/planteles/deportes-iquique/","18","Misael CUBILLOS Ramos","CHI","06.02.96, Iquique","Volante ofe.",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","9","Carlos ESCOBAR Ortiz","CHI","24.12.89, Coquimbo","Delantero",""
"Deportes Antofagasta","http://www.sifup.cl/planteles/deportes-antofagasta/","16","Gabriel SANDOVAL Alarcón","CHI","13.03.84, Lanco","Volante def.",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","11","Gerson MARTÍNEZ Arredondo","CHI","10.01.89, Nogales","Delantero",""
"Deportes Temuco","http://www.sifup.cl/planteles/deportes-temuco/","-","Luis Mariano ALMANDOZ","ARG","10.01.94, Rauch","Lateral der.",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","4","Ignacio LARA Castillo","CHI","07.06.96, Talca","Volante ofe.",""
"Deportes Iquique","http://www.sifup.cl/planteles/deportes-iquique/","7","Jonathan REBOLLEDO Ardiles","CHI","22.10.91, Tocopilla","Volante ofe.",""
"Universidad Católica","http://www.sifup.cl/planteles/universidad-catolica/","12","Álvaro OGALDE Olivares","CHI","13.05.97, La Serena","Arquero",""
"Everton","http://www.sifup.cl/planteles/everton/","3","Francisco VENEGAS Moreno","MEX","16.07.98, Acámbaro","Cent./vol. def.",""
"Everton","http://www.sifup.cl/planteles/everton/","-","Luis VELÁSQUEZ Valladares","CHI","28.09.93, Est. Central","Arquero",""
"O’Higgins de Rancagua","http://www.sifup.cl/planteles/ohiggins/","21","Marco MEDEL de la Fuente","CHI","06.06.89, Santiago","Volante mix.",""
"Deportes Temuco","http://www.sifup.cl/planteles/deportes-temuco/","10","Sergio Daniel LÓPEZ","ARG","04.01.89, Burzaco","Volante ofe.",""
"Universidad de Concepción","http://www.sifup.cl/planteles/universidad-de-concepcion/","20","Francisco PORTILLO Maidana","PAR","24.07.87, Santiago (Mi)","Volante def.",""
"Huachipato FC","http://www.sifup.cl/planteles/huachipato/","18","Angelo SAGAL Tapia","CHI","18.04.93, Talca","Volante izq.",""
"Huachipato FC","http://www.sifup.cl/planteles/huachipato/","19","Camilo PONTONI Hueche","CHI","29.01.95, Temuco","Delantero",""
"Colo Colo","http://www.sifup.cl/planteles/colo-colo/","5","Julio Alberto BARROSO","ARG","16.01.85, San Martín","Central",""
"O’Higgins de Rancagua","http://www.sifup.cl/planteles/ohiggins/","25","David SALAZAR Bustamante","CHI","19.04.99, Rancagua","Delantero",""
"Palestino","http://www.sifup.cl/planteles/palestino/","30","José Ignacio GONZÁLEZ Catalán","CHI","02.12.89, Providencia","Arquero",""
"Deportes Antofagasta","http://www.sifup.cl/planteles/deportes-antofagasta/","24","Patricio JEREZ Díaz","CHI","19.05.85, La Florida","Lateral izq.",""
"Unión Española","http://www.sifup.cl/planteles/union-espanola/","9","Carlos SALOM Alegre","ARG","03.03.87, Corrientes","Delantero",""
"Palestino","http://www.sifup.cl/planteles/palestino/","26","Fabián CARMONA Fredes","CHI","21.03.94, El Monte","Volante ofe.",""
"Universidad de Chile","http://www.sifup.cl/planteles/universidad-de-chile/","21","Lorenzo REYES Vicencio","CHI","13.06.91, Santiago","Volante def.",""
"Deportes Antofagasta","http://www.sifup.cl/planteles/deportes-antofagasta/","22","Salvador CORDERO Leiva","CHI","11.03.96, Antofagasta","Lateral izq.",""
"Universidad Católica","http://www.sifup.cl/planteles/universidad-catolica/","7","Christian BRAVO Araneda","CHI","01.10.93, Iquique","Volante der.",""
"Deportes Iquique","http://www.sifup.cl/planteles/deportes-iquique/","12","Brayan CORTÉS Fernández","CHI","11.03.95, Iquique","Arquero",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","21","Boris SAGREDO Romero","CHI","21.03.89, San Felipe","Volante ofe.",""
"Deportes Iquique","http://www.sifup.cl/planteles/deportes-iquique/","14","Misael DÁVILA Carvajal","CHI","17.07.91, Iquique","Volante izq.",""
"Colo Colo","http://www.sifup.cl/planteles/colo-colo/","36","Ricardo ÁLVAREZ Casanova","CHI","01.02.99, Quilicura","Volante mix.",""
"Deportes Iquique","http://www.sifup.cl/planteles/deportes-iquique/","-","Bryan CUBILLOS Villar","CHI","30.10.94, Iquique","Volante ofe.",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","17","Gonzalo SEPÚLVEDA Domínguez","CHI","10.11.88, Santiago","Volante def.",""
"Huachipato FC","http://www.sifup.cl/planteles/huachipato/","8","César VALENZUELA Martínez","CHI","04.09.92, Pudahuel","Volante ofe.",""
"Colo Colo","http://www.sifup.cl/planteles/colo-colo/","6","Christofer GONZÁLES Crespo","PER","12.10.92, Lima","Volante ofe.",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","26","Stéfano CONTRERAS Céspedes","CHI","13.01.96, Santiago","Volante def.",""
"Audax Italiano","http://www.sifup.cl/planteles/audax-italiano/","26","Alexis DELGADO Navarrete","CHI","31.12.87, Talcahuano","Volante ofe.",""
"Deportes Temuco","http://www.sifup.cl/planteles/deportes-temuco/","17","Diego DÍAZ Ahumada","CHI","12.06.86, Curicó","Central/lat. der.",""
"Cobresal","http://www.sifup.cl/planteles/cobresal/","23","Víctor Hugo SARABIA Aguilar (C)","CHI","27.11.83, Iquique","Volante mix.",""
"Audax Italiano","http://www.sifup.cl/planteles/audax-italiano/","14","Juan Pablo MIÑO Peña","ARG","23.08.87, Rosario","Volante def.",""
"Deportes Temuco","http://www.sifup.cl/planteles/deportes-temuco/","25","José Luis GAMONAL Ruiz","CHI","09.10.89, Temuco","Arquero",""
"Deportes Antofagasta","http://www.sifup.cl/planteles/deportes-antofagasta/","13","Tomás ASTA-BURUAGA Montoya","CHI","11.10.96, Las Condes","Lateral der.",""
"Palestino","http://www.sifup.cl/planteles/palestino/","32","Diego GUTIÉRREZ Zúñiga","CHI","18.02.97, Quebec/CAN","Vol. ofe./lat. der.",""
"Palestino","http://www.sifup.cl/planteles/palestino/","19","Ezequiel Esteban LUNA","ARG","19.11.86, Gob. Gálvez","Central",""
"Deportes Antofagasta","http://www.sifup.cl/planteles/deportes-antofagasta/","19","Óscar SALINAS Aguilar","CHI","26.06.88, Curacaví","Delantero",""
"Everton","http://www.sifup.cl/planteles/everton/","15","Camilo PONCE Rojas","CHI","18.02.91, Quilpué","Delantero",""
"O’Higgins de Rancagua","http://www.sifup.cl/planteles/ohiggins/","18","Fabricio Bautista FONTANINI","ARG","30.03.90, Rafaela","Central",""
"San Luis de Quillota","http://www.sifup.cl/planteles/san-luis/","-","José LÁRTIGA Olivares","CHI","05.06.98, Quillota","Arquero",""
"Unión Española","http://www.sifup.cl/planteles/union-espanola/","23","Sebastián Óscar JAIME","ARG","30.01.87, La Plata","Delantero",""
"Santiago Wanderers","http://www.sifup.cl/planteles/santiago-wanderers/","-","Christian FUENTES López","CHI","07.07.99, San Antonio","Arquero",""
"Santiago Wanderers","http://www.sifup.cl/planteles/santiago-wanderers/","22","Rubén FARFÁN Arancibia","CHI","25.09.91, Nogales","Volante der.",""
"Universidad Católica","http://www.sifup.cl/planteles/universidad-catolica/","16","Ricardo NOIR Meyer","ARG","26.02.87, Villa Elisa","Delantero",""
"Unión Española","http://www.sifup.cl/planteles/union-espanola/","5","Fernando CORNEJO Padilla","CHI","13.04.94, Lo Prado","Central",""
"Deportes Temuco","http://www.sifup.cl/planteles/deportes-temuco/","21","Joaquín AROS Melgarejo","CHI","23.01.96, Talcahuano","Central",""
